,id,image_link,group_id,entity_name,entity_value,numeric_value,unit,ocr_text
42372,262634,https://m.media-amazon.com/images/I/611hpaWySrL.jpg,550595,height,1.5 centimetre,1.5,centimetre,"Universell Passend 5,3 cm 3,6 cm 1,5 cm XS"
42374,262636,https://m.media-amazon.com/images/I/61BIkuWE+9L.jpg,961155,height,2.0 inch,2.0,inch,2-in-1 Design Flash Drive Design with USB-C & USB-A Plugs USB-C USB-A MacBook Pro Desktop ANw| a1vw IAAIO 8
42376,262638,https://m.media-amazon.com/images/I/51VmZPzh--L.jpg,521308,height,60.0 centimetre,60.0,centimetre,8 8 65 cm 122 cm
42378,262640,https://m.media-amazon.com/images/I/51aVvqq0YIL.jpg,836556,height,87.0 millimetre,87.0,millimetre,"87mm 0 130mm 970"""
42380,262642,https://m.media-amazon.com/images/I/611aKITjUCL.jpg,180410,height,9.0 centimetre,9.0,centimetre,Produck Sizc 11.5cm/4.Sin {
42382,262644,https://m.media-amazon.com/images/I/41LNWoyA7DL.jpg,241608,height,5.9 inch,5.9,inch,16.14inch 5.9inch
42384,262646,https://m.media-amazon.com/images/I/611s+H6hkJL.jpg,810266,height,4.1 inch,4.1,inch,12 OZ 3.25 in 4.1 in 2 in
42386,262648,https://m.media-amazon.com/images/I/51FwpMIZTxL.jpg,670870,height,76.0 centimetre,76.0,centimetre,Medidas 94 cm Multifuncion 2en1 48 30 cm _ 8 10 Inscalar 1 Soporta Lookg 57 cm cm cm
42388,262650,https://m.media-amazon.com/images/I/61AqhL9IQAL.jpg,810266,height,8.0 inch,8.0,inch,KEEPS HOT 5 HOURS 8.0 in KEEPS COLD 14 HOURS 71 AR ^ : 3.25in
42390,262652,https://m.media-amazon.com/images/I/6193TslP-oL.jpg,844474,height,44.0 centimetre,44.0,centimetre,Product Size 22cm 8.7inch 28cm Iinch 1 &KUSCS 1 IPC THE HedgehoA 914202} 1 25cm 9.8inch 1 1 [E LeweehoD {olruc 0 IPC 1PC
42392,262654,https://m.media-amazon.com/images/I/51a-di1tZUL.jpg,846116,height,32.0 centimetre,32.0,centimetre,32cm/12.59inch Cable Length: 2 Meter/6.56 ft
42394,262656,https://m.media-amazon.com/images/I/61BTPoRaJML.jpg,459271,height,3.8 metre,3.8,metre,LADDER SIZE G.W::12.6kg Step Interval: 28cm Number of Ladder 13 Total Lenght:3.8m/12.5ft Max: Load: 150kg/330lb 28cm 3.8m 88cm 46cm Step:
42396,262658,https://m.media-amazon.com/images/I/51Sf198fE9L.jpg,745387,height,30.75 inch,30.75,inch,"5'9"" 30.75"" 18"" 31.5"""
42398,262660,https://m.media-amazon.com/images/I/618r37LzQXL.jpg,470067,height,4.0 inch,4.0,inch,1 OR 3 HOLE INSTALLATION 6 inch 4 One Hole Three Holes NOTE: only suitable for 3 holes 4-inch center sink Designed to fit 1 or 3-hole configurations Required hole size of your bathroom sink 8 0.99inch-1.6inch
42400,262662,https://m.media-amazon.com/images/I/41TFOftPgjL.jpg,425150,height,94.0 centimetre,94.0,centimetre,3 S 3 4.7in / 12cm
42402,262664,https://m.media-amazon.com/images/I/51heCKBhQuL.jpg,681445,height,8.5 inch,8.5,inch,INFORMATION Material Ceramics Style Modern and Simple Size As Show on Below Handcrafting with minor deviaton 1.5 Inches E 8 Inches
42404,262666,https://m.media-amazon.com/images/I/61Fx5KW0hzL.jpg,931856,height,30.0 centimetre,30.0,centimetre,30cm/11. 81 40cm/15_ 75 13cm/5. 12 8cm/7. 09
42406,262668,https://m.media-amazon.com/images/I/51wf4F7XFBL.jpg,483370,height,17.0 centimetre,17.0,centimetre,0.0 E 2Ocm K M
42408,262670,https://m.media-amazon.com/images/I/6194bFr0-oL.jpg,416664,height,6.71 inch,6.71,inch,Specification  11.8in 6.6in  Wz Jel I; 3 F 11.7in T g Iecunc6
42410,262672,https://m.media-amazon.com/images/I/612dEFO2T5L.jpg,443426,height,24.0 millimetre,24.0,millimetre,"5(+)lDj<s-7krgeicie-jxt_ #3g<hwk7+z5_ZhvS-+h-7 +z"": W38XD38xH24mm XHIRIEHB#It T-BSTOIB ~d XTEJS-? (8IJ5z ) . #hlt_r++ ( 8I5Z ) ~3+ezt 7Z+JZT_7#Hd. XS-7 TEJElaNEUcuttho"
42412,262674,https://m.media-amazon.com/images/I/618iEHYHejL.jpg,516127,height,12.5 centimetre,12.5,centimetre,"17cm/6.7"" LARGE CAPAC |TY : 2,5 QUARTS 5/8 GALLON 10 CUPS 1 80 FL 0z TIPS Are 1 Appreciated 6cm/2,36"""
42414,262676,https://m.media-amazon.com/images/I/614xYHB-ZgL.jpg,393665,height,24.0 inch,24.0,inch,6 1 ~ inch
42416,262678,https://m.media-amazon.com/images/I/617MoA70+3L.jpg,296275,height,31.0 inch,31.0,inch,"m DESIGN 30"" 31"" 76cm 78.7cm 6.9"" 4.625"" 17.5cm 11.4cm"
42418,262680,https://m.media-amazon.com/images/I/518zfciuhkL.jpg,752266,height,15.0 centimetre,15.0,centimetre,15cm 1Ocm 22cm
42420,262682,https://m.media-amazon.com/images/I/51fyYnzHeTL.jpg,478357,height,23.2 inch,23.2,inch,40 cm 30 cm 15.7 in 11.8 in 59 cm 23.2 in
42422,262684,https://m.media-amazon.com/images/I/51G2Sz9vkcL.jpg,970563,height,9.5 centimetre,9.5,centimetre,9.5cm/3.74in J
42424,262686,https://m.media-amazon.com/images/I/615wkE-KlrL.jpg,470067,height,3.7 inch,3.7,inch,"Product Size Unit: inch 9.3"" Dimensions Faucet height: 13.7"" Spout height: 8.1"" Installation aperture: 02.0"" 4 3 7.8"" 4 2.0"" 2.0"" 0 11.8"""
42426,262688,https://m.media-amazon.com/images/I/51AA68VUZVL.jpg,173193,height,58.0 millimetre,58.0,millimetre,"Ca (e 50mm AC SH,DPO RXiN 16uF+5% CBB61 50/60Hz 40/70/21 450v 1 s8mm"
42428,262690,https://m.media-amazon.com/images/I/51rpQebQH-L.jpg,276611,height,27.6 inch,27.6,inch,"120 cm(47.2"" 30,5 cm(12"" ) 1 2"
42430,262692,https://m.media-amazon.com/images/I/610XlHfMZXL.jpg,751532,height,14.0 inch,14.0,inch,"HOLDS STURDY MATERIALS 1600 Slat distance:6.6"" LBS Inner dimension:79.5"" X 75.5"" Fit  standard   king   size mattress 0 12inch 77.Sinch 8 1.Sinch"
42432,262694,https://m.media-amazon.com/images/I/514G6SB5zUL.jpg,180726,height,5.0 millimetre,5.0,millimetre,26mm (Length) Smm (Thickness)
42434,262696,https://m.media-amazon.com/images/I/51+zsJTZEpL.jpg,529606,height,7.0 centimetre,7.0,centimetre,Frca +CO: 5CMx7cm L |V E IT Lo V E IT LIGHT IT UNSCENTED CANDLE APPROX BURN TIME 18 18 hours approximate burn time HOURS
42436,262698,https://m.media-amazon.com/images/I/6181q1lgS-L.jpg,625177,height,20.0 centimetre,20.0,centimetre,20cm 20cm 35cm
42438,262700,https://m.media-amazon.com/images/I/615fDVg8ZYL.jpg,849273,height,10.5 inch,10.5,inch,"The main iloms Clecad The front of tne more practicul pockot High qualily polyostor labric 10.Sinch Ipad alrz IMAGES IMAGES Delicilo dqual ,ippor Sidu Ecckll T-strength ABS Juc Porcug breatna010 Mesh {abnc 8 bag Eluttic"
42440,262702,https://m.media-amazon.com/images/I/61-JXZdjLcL.jpg,478357,height,23.6 inch,23.6,inch,"DIMENSIONS 23.6"" 11.8"" 4.65"" 7.75"" 23.6"" 6.65"" 6.65"" 14 Cable Length: 5.9'"
42442,262704,https://m.media-amazon.com/images/I/613LRZU5nCL.jpg,826444,height,35.0 millimetre,35.0,millimetre,35MM 155MM COHIBA 165MM
42444,262706,https://m.media-amazon.com/images/I/51XIo+W0V3L.jpg,978900,height,75.0 millimetre,75.0,millimetre,p 67 298*178*75mm D67mm(188g) 298mm  0 mm
42446,262708,https://m.media-amazon.com/images/I/41QVcZ2gecL.jpg,647208,height,0.47 inch,0.47,inch,"0.47"" 12mm 0.29"" 0.35"" 7.3mm 9mm 9mm"
42448,262710,https://m.media-amazon.com/images/I/51f-eSr5mCL.jpg,810266,height,16.5 centimetre,16.5,centimetre,11.Scm/4.Sin }
42450,262712,https://m.media-amazon.com/images/I/51wA9ts1ApL.jpg,129446,height,11.0 centimetre,11.0,centimetre,44.Scm / 17.5in 35.Scm 14in TEMP 11cm 4.3in Fnec? Fdawennon Maltcts= 3eBE Dantr Die On POWER ONJOFF
42452,262714,https://m.media-amazon.com/images/I/51thFnAIzFL.jpg,497735,height,35.0 centimetre,35.0,centimetre,35cm~4Ocm 13.7in~15.7in
42454,262716,https://m.media-amazon.com/images/I/518CgzxnwwL.jpg,521308,height,84.0 centimetre,84.0,centimetre,d ;2 88 CM 240t CM
42456,262718,https://m.media-amazon.com/images/I/41YGNMHMFIL.jpg,752266,height,210.0 millimetre,210.0,millimetre,Qylaim Qvlain X 34 754 rangt (e Bata Frale [ 67m un> Vea 4 Kiiat Mlale= [ td 064 At
42458,262720,https://m.media-amazon.com/images/I/61+t5SzaGTL.jpg,648011,height,3.35 inch,3.35,inch,Product parameter Name Far infrared ceramic heating lamp Power 150w Color Black Thermal efficiency 99% CC 110~120V 150W 3.74 inch MADENNCHINA 3.35 inch
42460,262722,https://m.media-amazon.com/images/I/51Q7DUS5JjL.jpg,483370,height,32.0 centimetre,32.0,centimetre,1359/0.31b 32cm/12.6in
42462,262724,https://m.media-amazon.com/images/I/51vKLHM1TDL.jpg,483370,height,700.0 millimetre,700.0,millimetre,[ I g 8
42464,262726,https://m.media-amazon.com/images/I/61DrgjB01OL.jpg,140266,height,1.0 foot,1.0,foot,Series Connection Could connectup to 4*6W1FT tube lights together PLUG & PLAY 12 inches CONNECTOR THREE HEAD SOCKET Tes er 42
42466,262728,https://m.media-amazon.com/images/I/61364O3MrML.jpg,682898,height,3.5 centimetre,3.5,centimetre,"UCNOGIM 4 Pairs Bike Brake Pads Compatible with: M315, M355 M515, M515-LA-M; M525. NexaveC501 , C601, M375, M395, M415, M416, M446, M465, M475, M485, M486. 5 3 3cm"
42468,262730,https://m.media-amazon.com/images/I/51zW85yTkLS.jpg,558832,height,9.0 inch,9.0,inch,"Great for food storage Clear Bags: Size : 9"" x 14"""
42470,262732,https://m.media-amazon.com/images/I/51FQoxpAi9L.jpg,849273,height,43.0 centimetre,43.0,centimetre,"1 A4 3"" 30cm/11.81"" 1 1 28 21cm/8.27"" 25cm/9.84"" 16cm/6. 1"
42472,262734,https://m.media-amazon.com/images/I/51PXEn0OTgL.jpg,844474,height,46.0 centimetre,46.0,centimetre,46 CM/18.1 IN 18CM/7 IN 29 CM11.4 IN
42474,262736,https://m.media-amazon.com/images/I/51H+SCT4BAL.jpg,507467,height,2.36 inch,2.36,inch,"Ultra Small Size EDC Flashlight AA BATTERY 52 9e 1 1 3 8 4 3 8 Aurora A1] OVERALL LENGTH OVERALL LENGTH 15.6mm / 0.61"" 14 mm / 0.55"""
42476,262738,https://m.media-amazon.com/images/I/613ps0m1tlL.jpg,744541,height,16.0 centimetre,16.0,centimetre, 41cm/16.lin 63cm/24.8in
42478,262740,https://m.media-amazon.com/images/I/5160mzVq+eL.jpg,801829,height,36.0 inch,36.0,inch,"36"" 36"" 32"""
42480,262742,https://m.media-amazon.com/images/I/512iJ-Ul4BL.jpg,173193,height,58.0 millimetre,58.0,millimetre,4 Pcs 450V AC 2OuF 57mm Coc (e AC RXiN 20pF+5% CBB61 50/60Hz 450V 40/70/21 SH.D.PO #1+A02 1 58mm
42482,262744,https://m.media-amazon.com/images/I/51XMeNuLWQL.jpg,558806,height,17.2 centimetre,17.2,centimetre,12cm cne 17.2cm
42484,262746,https://m.media-amazon.com/images/I/51f30NygWjL.jpg,856665,height,5.9 inch,5.9,inch,3.15 inch 5.9 inch ml oz 100 godehone 90 70 2.16 inch 50 30 10 1.57 inch
42486,262748,https://m.media-amazon.com/images/I/51VaUBE22pS.jpg,437623,height,15.0 centimetre,15.0,centimetre,cm 1 cm 10 x 15 - 10 x 15 . 1
42488,262750,https://m.media-amazon.com/images/I/615y-8B-lOL.jpg,261553,height,35.0 centimetre,35.0,centimetre,20cm/7 .87in 35cm/13.78in
42490,262752,https://m.media-amazon.com/images/I/51bpHtdKp3L.jpg,521308,height,33.0 inch,33.0,inch,54 in in 3 4 5 101
42492,262754,https://m.media-amazon.com/images/I/51vkBSGBpYL.jpg,648011,height,8.0 millimetre,8.0,millimetre,"7.3mm 8mm 6mm 15mm Color: Warm White , White(optional) Power Light Color Color Temperature Voltage Current Brightness 3W Warm White 3000-3200K 3.2-3.4V 350mA 100-11Olm 3W White 6000-6500K 3.2-3.4V 350mA 100-11Olm"
42494,262756,https://m.media-amazon.com/images/I/515Kd6YvH3L.jpg,417434,height,9.0 centimetre,9.0,centimetre,75cm 5.6cm 4.5cm 8 81cm
42496,262758,https://m.media-amazon.com/images/I/51kEEySW+UL.jpg,877667,height,12.0 centimetre,12.0,centimetre,19cm 12CM 15CM
42498,262760,https://m.media-amazon.com/images/I/51DsmdmCe3L.jpg,417434,height,50.0 millimetre,50.0,millimetre,Gabrella 5i 8 I 1 g 65mm/2.56in
42500,262762,https://m.media-amazon.com/images/I/61-WdvIcJ1L.jpg,986984,height,208.0 millimetre,208.0,millimetre,1 2 117MM/4.62IN
42502,262764,https://m.media-amazon.com/images/I/51FY24dL5yL.jpg,478357,height,76.5 centimetre,76.5,centimetre,"8 3 2 106,5 cm 8"
42504,262766,https://m.media-amazon.com/images/I/41YvVUzk4+L.jpg,866516,height,16.0 centimetre,16.0,centimetre,16 cm
42506,262768,https://m.media-amazon.com/images/I/613g8Wtj9CL.jpg,120219,height,5.5 centimetre,5.5,centimetre,Various Sizes 5.5CM 15CM 23CM 1PCS I5.5CM 7.5CM 15CM 6PCS 5.5CM 23CM 7.5CM 2PCS 5.5CM 7.SCM 3PCS 7.SCM
42508,262770,https://m.media-amazon.com/images/I/41nJy8AyTQL.jpg,210293,height,12.7 centimetre,12.7,centimetre,12C 5.50cm/2.17in 12.70cm/5.O0in OOcm/4.= 72in
42510,262772,https://m.media-amazon.com/images/I/51jIW9FtCSL.jpg,978900,height,3.5 centimetre,3.5,centimetre,"7,Ocm 3,5cm 3,5cm 4,5cm"
42512,262774,https://m.media-amazon.com/images/I/51DIuZNX9dL.jpg,849273,height,35.0 centimetre,35.0,centimetre,3 cm PET material 35cm Non-woven fabric 25.5 cm
42514,262776,https://m.media-amazon.com/images/I/511QvV9FZZL.jpg,721522,height,25.0 inch,25.0,inch,"25"" 17"" X 70"""
42516,262778,https://m.media-amazon.com/images/I/51xwKGVCeYL.jpg,801829,height,50.0 centimetre,50.0,centimetre,Ready Steady Bed 50 cm 25 cm 71 cm 60 cm 13 cm 168 cm 60 cm
42518,262780,https://m.media-amazon.com/images/I/51meeRrKgjL.jpg,918186,height,44.5 centimetre,44.5,centimetre,0S7 44.5cm/17.Sin 9.5cm/3.7in 24cm/9.4in
42520,262782,https://m.media-amazon.com/images/I/619i7ueKBaL.jpg,549247,height,47.75 inch,47.75,inch,"12.60"" 13mm 0 4"
42522,262784,https://m.media-amazon.com/images/I/618gf0p+d3L.jpg,127207,height,13.0 centimetre,13.0,centimetre,Size From birth until 13cml 5.1in 44lbs Adjustable range 132cm~163cm (51.9in~-64.1in) 49cml 19.2in
42524,262786,https://m.media-amazon.com/images/I/51oZkinEVqL.jpg,752266,height,120.0 centimetre,120.0,centimetre,28cm 4 120cm 30cm 43cm
42526,262788,https://m.media-amazon.com/images/I/41FRUJLOAVL.jpg,526954,height,25.0 millimetre,25.0,millimetre,"70-5' at 3 3t Xol Xog = 30X25mm 10X 30X 2.0"""
42528,262790,https://m.media-amazon.com/images/I/51+o-VniG1L.jpg,810266,height,4.0 inch,4.0,inch,"+ Sntie, 2 C 1 3 INCH 2"
42530,262792,https://m.media-amazon.com/images/I/616oyeGJJjL.jpg,311997,height,180.0 centimetre,180.0,centimetre,50am/1 9.Zin 1 17.3cm/6.8in 3 4OcrV1 5.7in /13.Sin 90cm/35.4in 34.2cm '1.8in 30cm/1 
42532,262794,https://m.media-amazon.com/images/I/51ntEoAOYxL.jpg,866516,height,4.65 inch,4.65,inch,0 3.54in 9
42534,262796,https://m.media-amazon.com/images/I/619nFbZEJJL.jpg,955522,height,13.5 centimetre,13.5,centimetre,"6.8cm/2.68"" [ 7 K"
42536,262798,https://m.media-amazon.com/images/I/51Y7gc5iiAL.jpg,115666,height,16.5 centimetre,16.5,centimetre,9Ocm Sqbuj 16.5cm 12.5cm
42538,262800,https://m.media-amazon.com/images/I/41VaEVuG6hL.jpg,483370,height,3.0 inch,3.0,inch,3
42540,262802,https://m.media-amazon.com/images/I/51g2epZQq9L.jpg,478357,height,12.2 inch,12.2,inch,"41.3"" 12.2"" 19.68"""
42542,262804,https://m.media-amazon.com/images/I/51vRboumAkL.jpg,161371,height,7.4 centimetre,7.4,centimetre,"D AUX Ra OF Ho EyDeeh ApTX 7,4 cm AUX Opt 13,4 cm"
42544,262806,https://m.media-amazon.com/images/I/61CPsmVK4JL.jpg,836625,height,7.6 inch,7.6,inch,8 6.3 in 3.9 in 8 in 2.
42546,262808,https://m.media-amazon.com/images/I/61+o7lh0mXL.jpg,192915,height,11.4 centimetre,11.4,centimetre,PRODUCT DIMENSIONS 0 6 F 9 1.3in/3.35cm - 8in/20.2cm 0.26in/0.65cm H No Visible Gaps Accessories: X8
42548,262810,https://m.media-amazon.com/images/I/61BrCGCLp9L.jpg,141308,height,50.0 centimetre,50.0,centimetre,CAPACITY:I0L 38cm/14.96in 27cm/10.62in 8 26cm/10.23in 1 1 SAHOO SAHOO 1 1 19cm/7.48in 19cm/7.48in 4cm/5. 4cm/5. S1in .51in
42550,262812,https://m.media-amazon.com/images/I/61FmP-8MklL.jpg,681445,height,14.0 centimetre,14.0,centimetre,6.75in (17cm) 1 S 5.5in (14cm)
42552,262814,https://m.media-amazon.com/images/I/51O1E27q2BL.jpg,826444,height,1.18 inch,1.18,inch,8 E 17.5cm/ 6.88in
42554,262816,https://m.media-amazon.com/images/I/51jrDdDORsL.jpg,396026,height,15.0 centimetre,15.0,centimetre,dispenser cooler Height 15cm 5.9in Height 9.6cm /5.9in NI Minro Length 11.Scm Diameter Scm 1.9in 14.5in 449 4 2 Width 11.Scm 4.5in
42556,262818,https://m.media-amazon.com/images/I/611bnM9o5rL.jpg,178778,height,9.1 centimetre,9.1,centimetre,"SIZE SHOW Bv (22.3 8.9"" Scm) 9.8"" (25cm)"
42558,262820,https://m.media-amazon.com/images/I/41j23i1-ArL.jpg,145452,height,12.0 inch,12.0,inch,"12"" Hight 02 4.8"" Diameter ICDCLJS 642"
42560,262822,https://m.media-amazon.com/images/I/61EetahbB-L.jpg,594224,height,4.0 centimetre,4.0,centimetre,PRODUct SIZE 1 1 L 7cm/2.8inch
42562,262824,https://m.media-amazon.com/images/I/619EsTYj3fL.jpg,459271,height,130.5 centimetre,130.5,centimetre,130.5cm 66cm 47cm
42564,262826,https://m.media-amazon.com/images/I/51bE6K34peL.jpg,823083,height,8.6 inch,8.6,inch,"8.6"" 5.5"""
42566,262828,https://m.media-amazon.com/images/I/51sWcza3OaL.jpg,916768,height,230.0 millimetre,230.0,millimetre,T  8 1 443 mm Tiefe /Depth 230 mm
42568,262830,https://m.media-amazon.com/images/I/51adOUoTdAL.jpg,347404,height,24.0 inch,24.0,inch,1 12 Inch 6 Inch
42570,262832,https://m.media-amazon.com/images/I/51Ekfx5MtML.jpg,529606,height,19.0 centimetre,19.0,centimetre,"4 Stiick Twist ( 0 2,2 cm"
42572,262834,https://m.media-amazon.com/images/I/61EVqL8VL5L.jpg,237000,height,50.0 centimetre,50.0,centimetre,MaBe (LxBxH) Kompletter Schutz 125x32x 50 cm gegen Wettereinflusse NJovatool
42574,262836,https://m.media-amazon.com/images/I/51JBFUdGI3S.jpg,752266,height,5.0 centimetre,5.0,centimetre,4.8cm 13cm 1cm 5cm 23.7cm
42576,262838,https://m.media-amazon.com/images/I/616GPHf+ytL.jpg,963595,height,400.0 millimetre,400.0,millimetre,40Omm/15.74in 15mm/0.59in
42578,262840,https://m.media-amazon.com/images/I/51YyckVmrPL.jpg,711228,height,3.0 centimetre,3.0,centimetre,Scm/2in 1 5
42580,262842,https://m.media-amazon.com/images/I/51vEWluk9kL.jpg,648011,height,14.0 centimetre,14.0,centimetre,6.4CM I4CM 2.8CM 2.6CM
42582,262844,https://m.media-amazon.com/images/I/51mSiKWNtOL.jpg,433914,height,205.0 centimetre,205.0,centimetre,"90 cm (35.4"" ) 205 cm (80.7"""
42584,262846,https://m.media-amazon.com/images/I/51Hn1zAcuCL.jpg,437623,height,230.0 millimetre,230.0,millimetre,PHOTOBOOK / Bver_ lea/ 175x23Omm VEROI VERO2 VERO3 8 1 2 CD-R Bver. Lea VEKOI VEC02 VEKcos 8 FacAde FaCNde FTCAde 96p
42586,262848,https://m.media-amazon.com/images/I/616+6MoPgoL.jpg,594224,height,20.47 inch,20.47,inch,"= 8 2 8 6.29"" 6.29"" - `."
42588,262850,https://m.media-amazon.com/images/I/41Z9jcMSR5L.jpg,658003,height,10.5 centimetre,10.5,centimetre,24.8cm/9.76in 10.Scm/4.13in
42590,262852,https://m.media-amazon.com/images/I/51JftyyBn1L.jpg,810266,height,10.0 centimetre,10.0,centimetre,Mick 1 Milk little 3.1in8cm Cute cow
42592,262854,https://m.media-amazon.com/images/I/51hmSnwzFIL.jpg,478357,height,28.3 inch,28.3,inch,"79 cm(31.1"" ) 79 cm(31.1"" ) n 1"
42594,262856,https://m.media-amazon.com/images/I/61-bbXj6ODL.jpg,550595,height,2.4 inch,2.4,inch,2.4 inch DRAIN HAIR CATCHER Please kindly check the dimension before vour purchase: F 5.1inch ECZH
42596,262858,https://m.media-amazon.com/images/I/51hqLYG09CL.jpg,843434,height,15.0 centimetre,15.0,centimetre,1 .87in 20cm/7 _ 30cm/11.81in
42598,262860,https://m.media-amazon.com/images/I/51LwVIlzlEL.jpg,802198,height,5.5 centimetre,5.5,centimetre,2.2in/5.Scm 3in/7.Scm
42600,262862,https://m.media-amazon.com/images/I/51yUc-NNgZL.jpg,237000,height,20.0 inch,20.0,inch,"20"" 68"" 30"""
42602,262864,https://m.media-amazon.com/images/I/617Nl9bcyvL.jpg,558806,height,3.97 inch,3.97,inch,"5.9"" MADD 3.97"" JODAY 2"
42604,262866,https://m.media-amazon.com/images/I/51wgCAlfAaL.jpg,866516,height,4.5 inch,4.5,inch,j 5.Sinch ~ 1
42606,262868,https://m.media-amazon.com/images/I/51gHwR0PXXL.jpg,728511,height,43.0 centimetre,43.0,centimetre,PRODUCT SIZE Mones: JULY 2022 Suunday Monday Tucsday Wcdnesday  Eridoy atunday 10 12 13 15 16 30.50cm/12.00in 18 19 20 21 22 23 24 25 26 27 28 29 30 31 43.00cm/16.93in
42608,262870,https://m.media-amazon.com/images/I/614cLuXUI3S.jpg,895485,height,12.0 centimetre,12.0,centimetre,Ctol= bata B Valve _ 8v 13. 14.4v-I5v BE F Do not in PB battery spillable  non AGM acid lead  regulated F batterytrader Sv-13. Standby 580058 01708  use Cycle RECYCLED WWVN MUST BT12-12 'disassemble 'terminals shorting Avoid _ Vietnam 12v-12Ah/2OHr Made _ batterytradercom WwW.
42610,262872,https://m.media-amazon.com/images/I/51loe6fcwLL.jpg,145486,height,35.0 centimetre,35.0,centimetre,35cm 56cm 18cm
42612,262874,https://m.media-amazon.com/images/I/51Fh0UIM5sL.jpg,640408,height,8.0 inch,8.0,inch,"TWIST TOP open/closse LEAK PROOF: disk-gasket inside COMFORTABLE GRIP easy to store 8"" IN SQUEEZE BODY: BPA free Durable & Reusable arts, craft & kitchen 12 FL OZ / 354 ML perfect size 2 1/8"""
42614,262876,https://m.media-amazon.com/images/I/51F97VIz2VL.jpg,893692,height,20.0 inch,20.0,inch,2Oinch & 24inch Dimension 64cm 55cm 20cm 26cm 36cm 43cm 20inch 24inch
42616,262878,https://m.media-amazon.com/images/I/6161FYLrc1L.jpg,347404,height,30.0 centimetre,30.0,centimetre,Ibikbablsbalastl) 30cm 22cm E btal#Ia#F 0 ttzh -JY J( J Flta 3 0-lxilkz #Wnatho
42618,262880,https://m.media-amazon.com/images/I/51hsywdA0QL.jpg,844474,height,49.0 centimetre,49.0,centimetre,Backpack size: 49cm Back  Side 20cm 32cm (The picture shows a 6 wheel trolley backpack) Bottom
42620,262882,https://m.media-amazon.com/images/I/51ScJeogdpL.jpg,823083,height,150.0 millimetre,150.0,millimetre,150mm/5.91in 100mm/3.94in 80mm/3.1Sin 5Omm/1.97in
42622,262884,https://m.media-amazon.com/images/I/51hov5lT6IL.jpg,357074,height,6.0 centimetre,6.0,centimetre,2.3 in / 6 cm 0.9 in 2.5 cm
42624,262886,https://m.media-amazon.com/images/I/61-bYRFQEkL.jpg,845925,height,42.0 centimetre,42.0,centimetre,"Prodluct Size Unique design, easy to use 1 6 9 5cm/1.96inch"
42626,262888,https://m.media-amazon.com/images/I/51H7xS75xhL.jpg,522832,height,27.9 centimetre,27.9,centimetre,"11 IN 27,9 CM 12.5 IN 31,7 CM"
42628,262890,https://m.media-amazon.com/images/I/511qjN4+nZL.jpg,693845,height,46.0 centimetre,46.0,centimetre,0 90 cm 25 cm
42630,262892,https://m.media-amazon.com/images/I/51lCwckyDwL.jpg,558806,height,22.5 centimetre,22.5,centimetre,3.9 in / 10 cm U 6 1
42632,262894,https://m.media-amazon.com/images/I/51wU3RO+QQL.jpg,276611,height,143.5 centimetre,143.5,centimetre,Width (59 cm) Height (143.5 cm)l 8 2 3 Depth (35 cm)
42634,262896,https://m.media-amazon.com/images/I/51FjTW1BpXL.jpg,970563,height,70.0 centimetre,70.0,centimetre,Product size parameters 70cm 42cm Fine tunable] Omm Shortened length Length when unfolded
42636,262898,https://m.media-amazon.com/images/I/61FarrFsCfL.jpg,365756,height,26.0 centimetre,26.0,centimetre,26CM 34CM 10.23IN 13.38IN
42638,262900,https://m.media-amazon.com/images/I/61F0vLuQtBL.jpg,311997,height,23.0 centimetre,23.0,centimetre,Adjustable Shelf Height 4 levels available Cupcake Gupcak Cupxle Iu Tu 31cm easy and safe to install 23cm 15cm 7cm expandable width to save space
42640,262902,https://m.media-amazon.com/images/I/615uSIYWKUL.jpg,630877,height,7.0 centimetre,7.0,centimetre,12. 5cm 7cm 28cm 18cm 2cm 3cm
42642,262904,https://m.media-amazon.com/images/I/61BP1BJkziL.jpg,728511,height,40.0 centimetre,40.0,centimetre,"Total length: 46cm/18inch 200g/set = ~Fumily & ""Fuitnulk 9 & @elebhations { JAN FEB MAR APR MAY JUN JUL AUG SEP OCT Nov DEC 40cm/15.7inch 1 10Opcs/o.Sinch 50pcs/1.2inch 5Opcs/1.Zinch Binthdoys"
42644,262906,https://m.media-amazon.com/images/I/51n2z3y72kL.jpg,810266,height,9.2 centimetre,9.2,centimetre,5 8 8.3cm / 3.27in
42646,262908,https://m.media-amazon.com/images/I/51yzECZMeKL.jpg,347404,height,3.2 inch,3.2,inch,"13.8"" 3.2"" 6.5"" 9.5'"
42648,262910,https://m.media-amazon.com/images/I/51mUUc-F9sL.jpg,418233,height,15.0 centimetre,15.0,centimetre,"15cm 15cm 6,5cm 15cm 6,5cm 15cm"
42650,262912,https://m.media-amazon.com/images/I/41gkjjf7OCL.jpg,823083,height,5.89 inch,5.89,inch,5.89 in 15 cm 4.32 in / 11 cm
42652,262914,https://m.media-amazon.com/images/I/51dJwSaD74L.jpg,611510,height,65.0 centimetre,65.0,centimetre,"Chair Surface Size: Width: 39cm/15"" Depth: 33cm/13"" MF0)it} 1 %:ilG.39cm / /T. 33cm 25cm/9.8 90cm/35 65cm/26 43cm/17 (12"" 30cml] 34cmt13"""
